title,published,deadline,source,location,region,ville,experience,salary,work_mode,apply_email,apply_url,summary
Recrutement chez Africa Global Logistics Cameroun 2026 : postes ouverts,2026-07-08T11:54:00+01:00,,cameroondesks,,,,,,,,https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-responsable-des-interventions-informatiques-h-f_9979.aspx?fbclid=IwY2xjawSmDvFleHRuA2FlbQIxMABicmlkETE4UGVqQjRyejBST0RNell2c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHoTTzeuSNoc4y2ltTuROLY3DmrTl-ufqPPFkmtJSf0arvpou_qGz_Jx_NczK_aem_lIAuuCTffGWZgMK-p8zGNg; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-shipping-operations-performance-analyst-h-f_9835.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-chef-departement-credit-management-h-f_9777.aspx?fbclid=IwY2xjawRS1HJleHRuA2FlbQIxMABicmlkETFYOHBvVU9CaEcyY3VYRUI2c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHm415E7q8ER9Eb8xBAZGUjhdWND4xZXYFGkOp4-5GlERn4voYgIbd85ZY3TB_aem_F5MGIdl_12eYBRLzHJ36lA; https://acareerbyagl.talent-soft.com/Pages/Offre/detailoffre.aspx?idOffre=9782&idOrigine=1611&LCID=1036&offerReference=2026-9782&BoardID=2326; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-electromecanicien-h-f_8878.aspx?fbclid=IwY2xjawQhB75leHRuA2FlbQIxMABicmlkETFjVjEyR2VtZU8yVGVXS0U3c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHpjHwazAkIQFGLJ4npralPUi3rwh18Aw4Qb3cn7kljNXX_z662O5Bmt4ppc4_aem_9161y6cBD1Ik0N1w43FDXA; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-developpeur-it-powerplatform-h-f_10001.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-staff-controller-h-f_9999.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-responsable-des-interventions-informatiques-h-f_9979.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-electricien-materiel-roulant-automobile-engins-h-f_9925.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-chef-de-projet-travaux-maritimes-et-terrestres-h-f_9924.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-hr-training-assistant-assistant-formation-h-f_9885.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-audit-interne-senior-h-f_9464.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-chef-departement-oil-gas-h-f_9778.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-chef-departement-credit-management-h-f_9777.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-agent-de-poste-controle-surete-h-f_9774.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-hr-business-partner-h-f_9773.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-business-anayst-junior-h-f_9465.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-operateur-dossiers-h-f_8922.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-commercial-h-f_8897.aspx; https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-electromecanicien-h-f_8878.aspx,"Informations Générales Constitué d’un groupe d’actionnaires camerounais, de Africa Global Logistics, de CMA CGM et de CHEC, le consortium Kribi Conteneurs Terminal est le concessionnaire du terminal à conteneurs du port en eaux profondes de Kribi. KCT offre à la chaîne logistique camerounaise une in"
Recrutement NTFOODS Tanty juillet 2026 | Emplois et Stages à Yaoundé,2026-07-08T11:14:02.267000+01:00,,cameroondesks,,Centre,Yaoundé,,,,,,"RECRUTEMENT DE MASSE : NTFOODS (MARQUE TANTY) RECRUTE PLUSIEURS PROFILS À YAOUNDÉ La société NTFOODS, entreprise citoyenne spécialisée dans l'industrie agroalimentaire à travers sa marque de référence TANTY, lance une grande campagne de recrutement pour renforcer ses équipes. Plusieurs opportunités "
L'Agence de protection et de Sécurité (APS) recrute des Superviseur/Contrôleur des agents (BEPC),2026-07-08T00:00:00+01:00,2026-07-31,jobincamer,"Douala, Yaoundé, Cameroun",Centre,Yaoundé,Non spécifié,,,mailto:sandrine.mabi@apsecur.com; mailto:salami.abdou@apsecur.com,,"L'Agence de protection et de Sécurité (APS) recrute des Superviseur/Contrôleur des agents (BEPC) Pour des besoins de renforcement de ses capacités en ressources humaines, l' Agence de Protection et de Sécurité , en abrégé APS , lance le recrutement d'un Superviseur / Contrôleur des agents dans la vi"
Care and Health Program recrute un(e) Médecin Chercheur/Research Medical Officer,2026-07-08T00:00:00+01:00,2026-07-24,jobincamer,"Maroua, Cameroun",Extrême-Nord,Maroua,Débutant (moins de 2 ans d'expérience),,Télétravail,mailto:recruitment@chprhealth.org,,"Care and Health Program recrute un(e) Médecin Chercheur/Research Medical Officer Médecin Chercheur Fondations pour la santé et la recherche médicale Contexte : Le Centre pour la promotion de la santé et la recherche offre des prestations diagnostiques d'excellence, met en œuvre des programmes visant"
Tractafric recrute un(e) Vendeur Itinerant Pneumatique,2026-07-08T00:00:00+01:00,2026-07-31,jobincamer,"Douala, Cameroun",Littoral,Douala,Milieu de carrière (2+ ans d'expérience),,,mailto:job.tamcam@tractafric.com,,"Tractafric recrute un(e) Vendeur Itinerant Pneumatique Dans le cadre du renforcement de notre équipe en charge de l'après-vente, nous recherchons un vendeur pour le suivi commercial et la gestion de la disponibilité des stocks de pneus pour véhicules particuliers et professionnels. Il propose les so"
Prodiges Hôtel recrute un(e) Cuisinier,2026-07-08T00:00:00+01:00,2026-07-31,jobincamer,"Yaoundé, Cameroun",Centre,Yaoundé,Milieu de carrière (2+ ans d'expérience),,,mailto:info@prodigeshotel.com,,Prodiges Hôtel recrute un(e) Cuisinier Cuisinier Professionnel Profil recherché: • Justifier d'au moins 2 ans d'expérience dans un établissement hôtelier de catégorie supérieure (3 étoiles et plus) ou dans un restaurant côtoyant au minimum 2 fourchettes; • Maîtrise parfaite des cuisines du monde; • 
Prodiges Hôtel recrute un(e) Assistant Community Manager,2026-07-08T00:00:00+01:00,2026-07-31,jobincamer,"Yaoundé, Cameroun",Centre,Yaoundé,"Executif (SVP, EVP, VP, etc)",,,mailto:info@prodigeshotel.com,,"Prodiges Hôtel recrute un(e) Assistant Community Manager Vos missions: • Assurer l'animation et l'expansion de nos communautés sur les plateformes sociales; • Concevoir des contenus originaux et captivants (photos, vidéos, stories, publications); • Assurer la gestion des messages et commentaires ave"
Recrutement Monique Production Douala | Emplois Audiovisuels et Commerciaux,2026-07-07T16:37:50.088000+01:00,,cameroondesks,,Littoral,Douala,,,,,,"RECRUTEMENT DE PLUSIEURS PROFILS CHEZ MONIQUE PRODUCTION Dans le cadre du développement de ses activités et afin de garantir un service de qualité marqué par l'efficacité, le professionnalisme et l'engagement, la structure Monique Production recrute différents profils pour renforcer son équipe basée"
Liste des 168 Jeunes Sélectionnés au titre de l'Opération Volontariat Vacances Jeunes 2026,2026-07-07T14:10:11.053000+01:00,,cameroondesks,,,,,,,,https://drive.google.com/file/d/1QIrrisUyF5LbN1Hr4d_ZayCzHf2LPsdy/view?usp=sharing,"La présente Décision porte recrutement des jeunes volontaires dans les services centraux, déconcentrés et structures rattachées du MINJEC, dans le cadre de l'opération Volontariat Vacances Jeunes, édition 2026, sous réserve de la présentation de la Carte Jeune Biométrique ou du récépissé justifiant "
Appel à Candidature IFC Yaoundé | Prestataire Médiathèque,2026-07-07T12:23:16.152000+01:00,,cameroondesks,,,,,sur présentation de facture selon la tarification validée,Présentiel,mailto:rh@ifcameroun.com,,"APPEL À CANDIDATURE Appui aux médiations documentaires en médiathèque Prestations de services Ville : Yaoundé Contexte L'Institut français du Cameroun, dans le cadre de ses activités de promotion de la langue française, du livre et de la lecture, lance un appel à candidature auprès de prestataires d"
Recrutement IOM Cameroon juillet 2026 : plusieurs postes ouverts,2026-07-07T12:15:52.938000+01:00,,cameroondesks,,Nord,Guider,,,,,https://fa-evlj-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/21724?lastSelectedFacet=LOCATIONS&selectedLocationsFacet=300000000471571%3B100000023580497; https://fa-evlj-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs/preview/21906/?lastSelectedFacet=LOCATIONS&selectedLocationsFacet=300000000471571%3B100000023580497; https://fa-evlj-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs/preview/21870/?lastSelectedFacet=LOCATIONS&selectedLocationsFacet=300000000471571%3B100000023580497; https://fa-evlj-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs/preview/21867/?lastSelectedFacet=LOCATIONS&selectedLocationsFacet=300000000471571%3B100000023580497,Are you ready for a first professional experience with IOM Cameroon? Finance Officer Responsibilities Provide support to the RMO/SRMO in monitoring and overseeing the financial management for all activities in the CO including the oversight of financial expenditure and accountability. Undertake prel
Recrutement Edbass Group by Emy Dany Bassong : plusieurs postes ouverts,2026-07-07T12:01:27+01:00,,cameroondesks,,Littoral,Douala,,,,mailto:edbassgroupsarl@gmail.com,,"EDBASS GROUP SARL : African Food by EDB, African Grill by EDB, African Ice by EDB — ""Mangez comme chez vous"" Edbass GROUP SARL recrute des personnes motivees, dynamiques et passionnees par le service client pour rejoindre notre aventure. NOUS RECRUTONS A DOUALA POSTES A POURVOIR (H/F) Caissier Serve"
Offres de Stage Média et Communication | NajaTV,2026-07-07T11:52:52.870000+01:00,,cameroondesks,"Face Maison Blanche, Biyem-Assi, Yaounde",Centre,Yaoundé,,,,mailto:info@naja-production.com,,"OFFRES DE STAGE - NAJA TV Rejoignez l'aventure NajaTV ! Vous etes passionne(e) par les medias, la communication ou la creation de contenus ? NajaTV ouvre ses portes et recherche des stagiaires motives pour renforcer son equipe. Domaines recherches : Communication Commerciale Journalisme Montage vide"
Recrutement à la multinationale Tractafric Motors Cameroun juillet 2026 : plusieurs postes ouverts,2026-07-07T09:29:21.939000+01:00,2026-07-31,cameroondesks,Douala / Z,Littoral,Douala,,,,mailto:job.tamcam@tractafric.com,,"VENDEUR ITINERANT PNEUMATIQUE Dans le cadre du renforcement de notre équipe en charge de l’après-vente, nous recherchons un vendeur pour le suivi commercial et de la disponibilité de stock pneus pour véhicules particuliers et professionnels. Il propose les solutions adaptées aux besoins des clients "
Recrutement Chococam Cameroun - Export Transit Officer (H/F),2026-07-07T09:11:23.077000+01:00,,cameroondesks,,,,,,,mailto:chococam.recruit@tigerbrands.com,,"CHOCOCAM | TIGER BRANDS Export Transit Officer (H/F; interne/externe) MISSION PRINCIPALE Sous la supervision du Customer service, Local & Export Logistics Manager, l'Export Transit Officer a pour mission principale de : Accomplir toutes les formalités à l'exportation des produits dans les délais pre"
Recrutement NSIA Assurances Cameroun juillet 2026 : Agents Généraux (H/F),2026-07-07T09:02:36.946000+01:00,,cameroondesks,,,,,,,mailto:recrutementcm@nsiaassurances.com,,NOUS RECRUTONS DES AGENTS GENERAUX (H/F) Profil recherche : Vous disposez deja d'un portefeuille clients en assurance et souhaitez devenir un intermediaire institutionnel agree ? Rejoignez une structure en pleine croissance qui vous accompagnera dans votre projet et vous donnera les moyens de vos am
Success Consults recherche un(e) Formateur Expert en Finances,2026-07-07T00:00:00+01:00,2026-07-20,jobincamer,"Douala, Cameroun",Littoral,Douala,Senior (5+ ans d'expérience),,,mailto:successconsults2035@gmail.com,,Success Consults recherche un(e) Formateur Expert en Finances Le cabinet Success Consults recherche un Formateur Expert en Finances pour animer une formation sur le thème « Gestion de la trésorerie et reporting financier » destinée au personnel d'une entreprise située à Douala. Missions du formateur
ONG Japsso recrute un(e) Responsable Suivi Evaluation National,2026-07-07T00:00:00+01:00,2026-07-24,jobincamer,"Yaoundé, Cameroun",Centre,Yaoundé,Milieu de carrière (2+ ans d'expérience),,,,,ONG Japsso recrute un(e) Responsable Suivi Evaluation National APPEL À CANDIDATURES EN URGENCE OUVERT /JAPSSO/ GC7/DE/DEAAF/2026 POUR LE RECRUTEMENT D'UN RESPONSABLE SUIVI EVALUATION NATIONAL CARE International au Cameroun a été choisi par l'Instance de Coordination Nationale comme Récipiendaire Pri
Mazars Cameroun recrute des Auditeurs stagiaires,2026-07-07T00:00:00+01:00,2026-07-15,jobincamer,"Douala, Cameroun",Littoral,Douala,Non spécifié,,,mailto:HR.cm@forvismazars.com,,"Mazars Cameroun recrute des Auditeurs stagiaires Dans le cadre du renforcement de ses équipes et de la poursuite de sa dynamique de croissance, Forvis Mazars au Cameroun recherche de jeunes talents ambitieux et déterminés, désireux d'évoluer dans un cadre d'excellence, exigeant et porteur de défis. "
Offres d'emplois à Orange Cameroun juillet 2026 : plusieurs postes ouverts,2026-07-06T12:26:40.852000+01:00,,cameroondesks,,,,,,,,https://orangecameroun.taleo.net/careersection/ex/joblist.ftl#; https://orangecameroun.taleo.net/careersection/ex/jobdetail.ftl,"Orange Cameroun recrute pour des besoins de ses services les profils ci-dessous : Chef Département Orange Digital Center MISSIONS & ACTIVITES PRINCIPALES Définir la vision à court, moyen et long terme de la vie du réseau ODC et implémenter opérationnellement les stratégies validées pour atteindre le"
Recrutement ONG Action Contre la Faim Cameroun : 08 Stagiaires (H/F),2026-07-06T12:06:22.426000+01:00,,cameroondesks,,Centre,Yaoundé,,,,,https://docs.google.com/forms/d/e/1FAIpQLSdOO4Cj6p4Uttzb4SXsGkZnm4KdIE72xRcp5hs-bWeLmCeOhQ/viewform?usp=send_form; https://drive.google.com/file/d/1DqOSyO7tJtX0jxoK09bn1YwEvNxrMG5c/view?usp=sharing,"Action Contre La Faim - Cameroun YA-RH-072026-001 Action Contre la Faim est une Organisation Non Gouvernementale (O.N.G.) Internationale, apolitique, non-confessionnelle et non-lucrative. Pour nos opérations au Cameroun, nous recherchons : STAGIAIRE ARCHIVISTE (H/F) Base de rattachement : Yaoundé No"
Recrutements Africa Golden Bank juillet 2026 : Trésorier,2026-07-06T10:52:46.103000+01:00,,cameroondesks,,Littoral,Douala,Minimum 3 ans d'expérience dans le domaine des engagements dans une Banque ou dans une microfinance,,,mailto:recrutement.agb@africagoldenbank.com,,ON RECRUTE Profil du poste : TRESORIER ASSET AND LIABILITES MANAGEMENT(ALM) Supérieur hiérarchique : Chef de Département de la Trésorerie Nombre de poste : 01 Type de contrat : CDI Localisation du poste : siège AGB Douala-Bonanjo Mission du poste Il/Elle aura pour mission d'assurer la stabilité et l
Recrutement Compagnie Aérienne ASKY : Hôtesses de l’air et Stewards,2026-07-06T09:41:35.596000+01:00,2026-07-18,cameroondesks,,,,,,,mailto:askyrecrutement@flyasky.com,https://www.flyasky.com/tg/fr/corporate/career/job-offers/details/?Id=192,I- POSTE A POURVOIR Hôtesses de l’air et Stewards II- QUALIFICATIONS Conditions minimales d'éligibilité – Personnel Navigant Commercial (Cabin Crew) Les candidats doivent satisfaire aux critères suivants : Formation académique : Être titulaire d'une Licence ou du Baccalauréat (ou équivalent) complét
Ecobank recrute is hiring a Travel and Logistics Supervisor,2026-07-06T00:00:00+01:00,2026-07-16,jobincamer,"Douala, Cameroun",Littoral,Douala,Milieu de carrière (2+ ans d'expérience),,,mailto:ECM-Recruit@ecobank.com,,Ecobank recrute is hiring a Travel and Logistics Supervisor Job level: 4 | Job grade: 3C Job context: • Coordinating and setting priorities for EBS activities; • Formulating and executing Logistics and transport strategies; • Proactively seek out opportunities with major potential service providers;
La société MBS recrute un(e) Apporteur d'affaires senior,2026-07-06T00:00:00+01:00,2026-07-31,jobincamer,"Yaoundé, Cameroun",Centre,Yaoundé,Senior (5+ ans d'expérience),,,mailto:hr2015@mbscm.com,http://www.mbscm.com,La société MBS recrute un(e) Apporteur d'affaires senior MBS Sarl recrute Apporteur d'Affaires Senior/Commercial Indépendant (B2B) . Rejoignez un éditeur de logiciels reconnu et participez à la transformation digitale des entreprises. MBS Sarl est un éditeur de solutions logicielles dédiées à la gou
La société MBS recrute un(e) Informaticien Développeur Application,2026-07-06T00:00:00+01:00,2026-07-31,jobincamer,"Yaoundé, Cameroun",Centre,Yaoundé,Milieu de carrière (2+ ans d'expérience),,,mailto:hr2015@mbscm.com,,"La société MBS recrute un(e) Informaticien Développeur Application Missions: • Créer des applications; • Étudier, effectuer l'analyse technique et assurer la conception de nouvelles fonctionnalités; • Élaborer des programmes et la documentation conformes aux spécifications fonctionnelles; • Assurer "
SOREPCO S.A. recrute un(e) Aide-Vendeur,2026-07-06T00:00:00+01:00,2026-07-18,jobincamer,"Douala, Cameroun",Littoral,Douala,Milieu de carrière (2+ ans d'expérience),,,,https://recrutement.sorepco-sa.com/jobs,"SOREPCO S.A. recrute un(e) Aide-Vendeur SOREPCO S.A. est une société de Représentation et de Commerce dont le siège social se situe à Akwa Douala, rond-point salles des fêtes, Boulevard de la République. Elle est spécialisée dans la commercialisation de matériaux de construction et de produits d'équ"
SOREPCO S.A. recrute des Agents de Sécurité,2026-07-06T00:00:00+01:00,2026-07-18,jobincamer,"Douala, Cameroun",Littoral,Douala,Milieu de carrière (2+ ans d'expérience),,,,https://recrutement.sorepco-sa.com/jobs,"SOREPCO S.A. recrute des Agents de Sécurité SOREPCO S.A. est une société de Représentation et de Commerce dont le siège est à Akwa Douala, rond-point salles des fêtes, Boulevard de la République. Elle est spécialisée dans la vente des matériaux de construction et des produits d'équipement. SOREPCO e"
SOREPCO S.A. recrute un(e) Convoyeur,2026-07-06T00:00:00+01:00,2026-07-18,jobincamer,"Douala, Cameroun",Littoral,Douala,Milieu de carrière (2+ ans d'expérience),,,,https://recrutement.sorepco-sa.com/jobs,"SOREPCO S.A. recrute un(e) Convoyeur SOREPCO S.A. est une entreprise de Représentation et de Commerce dont le siège social se situe à Akwa Douala, rond-point salles des fêtes, Boulevard de la République. Elle est spécialisée dans la commercialisation de matériaux de construction et d'équipements div"
SOREPCO S.A. recrute un(e) Directeur d'usine,2026-07-06T00:00:00+01:00,2026-07-18,jobincamer,"Douala, Cameroun",Littoral,Douala,Senior (5+ ans d'expérience),,,,https://recrutement.sorepco-sa.com/,"SOREPCO S.A. recrute un(e) Directeur d'usine Directeur Usine de Fabrication Carreaux Mission principale: Concevoir, implanter, lancer, exploiter et perfectionner l'usine de production de carreaux, en veillant à la performance industrielle, à la qualité des produits, à la rentabilité, à la protection"
Recrutement  MTN Business Cameroon : 2 000 jeunes talents,2026-07-03T16:30:20.288000+01:00,,cameroondesks,,,,,,,,https://bit.ly/4fh78EX,"MTN Business Cameroon accompagne ses partenaires commerciaux dans le recrutement de 2 000 jeunes talents destinés à renforcer leurs équipes commerciales à travers le pays. Dans le cadre de cette initiative, les candidats retenus seront recrutés par les partenaires commerciaux de MTN Business. MTN Bu"
Recrutement chez Maviance Plc : plusieurs postes ouverts,2026-07-03T16:23:31.404000+01:00,,cameroondesks,,Littoral,Douala,,,,,https://apply.workable.com/maviance/j/7E8755EB48/; https://apply.workable.com/maviance/j/175497CCED/; https://apply.workable.com/maviance/j/844DCFBF72/,"We are hiring at Maviance ! Douala , Cameroun Three exciting new career opportunities are now open: Director of Human Resources (DRH) Senior Product Owner Account Management & CRM – Professional Internship Ready to take the next step in your career? Click the links and join an amazing team! --------"
Recrutement AGL Cameroun : Développeur Full Stack,2026-07-03T09:26:24.136000+01:00,,cameroondesks,,,,,,,,https://acareerbyagl.talent-soft.com/offre-de-emploi/emploi-developpeur-full-stack-portail-agent-administrateur-h-f_10051.aspx?fbclid=IwY2xjawS0R59leHRuA2FlbQIxMABicmlkETFPdzNKaXBadDFnOGM1TWNoc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgbGQaoG9bC5LbTXRjX4XjuBgV8bkVTNBUg8B28XFAGTim39xa1M0WbQNmRe_aem_m6jWgz8OXIO4kty83jp5kQ,"Vous maîtrisez la conception, le développement et la maintenance de fonctionnalités front-end et back-end ? Vous êtes capable d’intégrer des solutions avec les différentes briques d’un système d’information (API, bus de données, solutions métiers...) ? Cette opportunité est peut-être faite pour vous"
Recrutement ONG International Rescue Committee juillet 2026 : stages et emplois,2026-07-03T09:12:21.340000+01:00,2026-07-15,cameroondesks,,Nord-Ouest,Bamenda,Solides connaissances des systèmes d'exploitation Microsoft (Windows 10/11) et de la suite applicati,,,,https://theirc.wd1.myworkdayjobs.com/en-US/External_Careers/details/IT-Intern_JR00004034?locations=21481910a4211002113694c2da580000,"Stagiaire en informatique Date limite : 15 juillet 2026 Bamenda, Cameroun Portée: Le département informatique soutient le travail de l'organisation en fournissant des applications et une infrastructure fiables et évolutives aux bureaux de l'IRC aux États-Unis et dans le monde entier, y compris dans "
Advance IT Group recrute un(e) Responsable Commercial,2026-07-03T00:00:00+01:00,2026-07-20,jobincamer,"Douala, Yaoundé, Cameroun",Centre,Yaoundé,Milieu de carrière (2+ ans d'expérience),Fixe + commissions attractives sur objectifs,,mailto:recrutement.commercial@advance-it-group.biz,,"Advance IT Group recrute un(e) Responsable Commercial AURORE ERP est une solution de gestion intégrée (ERP) pensée pour les entreprises africaines. Nos modules couvrent la comptabilité SYSCOHADA, la gestion commerciale, les RH, la comptabilité et le CRM mobile — avec un accompagnement local de proxi"
SICOMETALL recrute un(e) Technicien de Suivi de Projets,2026-07-03T00:00:00+01:00,2026-07-15,jobincamer,"Douala, Cameroun",Littoral,Douala,Non spécifié,,,,,"SICOMETALL recrute un(e) Technicien de Suivi de Projets SICOMETALL embauche un(e) Technicien de Suivi de Projets (H/F) Intégrez une jeune pousse audacieuse et devenez un élément central dans les secteurs de la charpente métallique, de la sidérurgie et de la signalisation. (Fonction strictement techn"
Success Consults recherche un(e) Formateur Gestion de la Trésorerie et Reporting Financier,2026-07-03T00:00:00+01:00,2026-07-20,jobincamer,"Douala, Cameroun",Littoral,Douala,Senior (5+ ans d'expérience),,,mailto:successconsults2035@gmail.com,,Success Consults recherche un(e) Formateur Gestion de la Trésorerie et Reporting Financier La firme Success Consults cherche un Formateur Expert en Finances pour dispenser un cours portant sur la « Gestion de la trésorerie et reporting financier » destiné au personnel d'une société située à Douala: 
Recrutelent EDBASS GROUP by EMY :  plusieurs profils,2026-07-02T09:22:09.791000+01:00,,cameroondesks,,Littoral,Douala,,,,mailto:Edbassgroupsarl@gmail.com,,"Edbass GROUP SARL Dans le cadre du développement de nos activités et du lancement prochain de notre concept Take away premium, Edbass GROUP SARL lance sa première vague de recrutement. Chez African Food, African Grill, & African ICE BY EMY : Mangez comme chez vous. RECRUTEMENT – DOUALA Postes à pour"
Recrutement ONG Greenpeace Africa juillet 2026 : Head of Communications,2026-07-01T11:43:20.652000+01:00,,cameroondesks,,,,,,Télétravail,mailto:rafrica@greenpeace.org,,"Title: Head of Communications Department: Engagement Duration: Fixed Term Contract – 12 months Direct Reports: Comms Team (7 employees) Reporting to: Deputy Engagement Director Location: One of Greenpeace Africa (GPAF) Operational Office (South Africa, Cameroon, Senegal, Kenya, DRC, Mauritius) is pr"
Recrutement Nascent Solutions Cameroun - Chauffeur / Driver,2026-07-01T09:59:57.862000+01:00,2026-07-16,cameroondesks,Garoua,Nord,Garoua,,,,mailto:Cameroon@nascents.org; mailto:cameroon@nascents.org,,"ORGANISATION : Nascent Solutions, Inc. REFERENCE NO : NSI/001/2026 - DRIVER / NSI/001/2026-CHAUFFEUR POSITION : Driver / Chauffeur LOCATION / LIEU : Garoua, Cameroon DEADLINE / DATE LIMITE : Thursday, July 16, 2026, at 5:00 p.m. / Jeudi 16 juillet 2026 à 17h00 Overview & Core Areas Nascent Solutions"
Recrutement Activa Cameroun juillet 2026 - Directeur de l'Actuariat Groupe (H/F),2026-07-01T09:15:47.821000+01:00,2026-07-24,cameroondesks,Cameroun (Douala),Littoral,Douala,,,,mailto:recruitment@group-activa.com,,"RECRUTEMENT EXTERNE 01 DIRECTEUR DE L'ACTUARIAT ET DE LA RENTABILITÉ TECHNIQUE GROUPE (H/F) - Douala-Cameroun Date de l'offre : 30 juin 2026 Date limite de candidature : 24/07/2026 à 17H00 Profil de l'entreprise Parmi les Leaders en Afrique sub-saharienne sur le marché de l'assurance, le Groupe Acti"
Volunteer Opportunities in Cameroon | Good Neighbors NGO,2026-06-30T15:15:32.714000+01:00,,cameroondesks,Head Office-Yaounde,Centre,Yaoundé,,,,mailto:recruiting.gncmr@gmail.com,,"Number of positions: 01 Under the supervision of Operations Department (OD) Location: Head Office – Yaounde (GNCMR) Duration: 6 months, Starting date As soon as possible About Good Neighbors: Good Neighbors Cameroon (GNCMR) is an international non-governmental organization with its head office in Ya"
Recrutement de 10 Stagiaires à l'ONG CARE Cameroun - Juillet 2026,2026-06-30T14:18:41.596000+01:00,,cameroondesks,,Extrême-Nord,Maroua,,,,,https://ee-kobo.care.org/x/voXc0KfR,"In Cameroon, since 1978, CARE has been implementing actions around three strategic pillars: gender justice, health, and climate and economic justice. Our actions are part of both emergency and resilience phases, aiming to empower women and youth, strengthen community systems, support decentralizatio"
Offres d'emploi à l'ONG The Norwegian Refugee Council (NRC) juin 2026 - Education PDM,2026-06-30T11:34:10.609000+01:00,,cameroondesks,,Nord-Ouest,Bamenda,,,,,https://ekum.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2019/job/20221?utm_medium=jobshare,"Education PDM Cameroon NWSW What you will do Develop the Education strategy, technical SoPs / guidelines and Macro Log-frames (MLF) inclusive of partnerships, that are aligned with regional and global strategies and priorities, in coordination with the other Core Competency (CC) Specialists/PDMs. Co"
Recrutement La Regionale Bank 2026 : 75 Chargés de Clientèle et Analystes de Crédit,2026-06-30T10:23:36.773000+01:00,2026-07-15,cameroondesks,,,,,,,mailto:recrutements@laregionalebank.com; mailto:customer@laregionalebank.com,,ENGLISH VERSION BELOW LA REGIONALE BANK Devenez immédiatement banquier en sortant de l'école. Désormais c'est possible avec le programme ELITE YOUTH EMPLOYEMENT (EYE) de LA REGIONALE BANK. Il vous suffit d'avoir au moins une MENTION BIEN. En ce moment 75 jeunes hommes et femmes à recruter pour les p
Recrutement La Vallée de BANA (LVB) juin 2026 : plusieurs postes ouverts,2026-06-30T08:48:31.232000+01:00,2026-07-15,cameroondesks,,Centre,Yaoundé,,,,mailto:recrutement@iccnet.cm,,"OFFRE D'EMPLOI : COORDONNATEUR DES OPÉRATIONS HÔTELIÈRES Homme / Femme PROFIL Formation Bac+4/5 en Management Hôtelier, Tourisme, Sciences de Gestion, Administration des Affaires, Finance ou équivalent. Compétences techniques Maîtrise des outils de pilotage hôtelier (PMS, Revenue Management, tableau"
L'hôtel La Vallee de Bana recrute un(e) Responsable des Ressources Humaines,2026-06-30T00:00:00+01:00,2026-07-31,jobincamer,"Yaoundé, Cameroun",Centre,Yaoundé,Milieu de carrière (2+ ans d'expérience),,,mailto:recrutement@iccnet.cm,,"L'hôtel La Vallee de Bana recrute un(e) Responsable des Ressources Humaines Profil: Niveau BAC +3 à BAC +5 en gestion des ressources humaines, législation sociale, psychologie organisationnelle ou domaine voisin. Expérience: Minimum 3 ans d'activité dans des fonctions RH, de préférence dans un cadre"
